"flight_id","origin_code","destination_code","travel_time","cost"
"FL000649","BVO","TAP","198","448.07"
"FL000650","TII","BSJ","508","1075.91"
"FL000651","MRV","BCT","466","1016.34"
"FL000652","ONL","SYO","118","910.87"
"FL000653","LLE","CNI","420","765.01"
"FL000654","GLC","TUS","263","1334.35"
"FL000655","PYR","AUP","133","82.05"
"FL000656","RBS","DLH","379","594.6"
"FL000657","SRZ","BPE","555","227.31"
"FL000658","NUK","WKK","69","1412.77"
"FL000659","NTC","HSZ","394","805.55"
"FL000660","RPR","OBC","196","1243.49"
"FL000661","CNI","BKM","349","1395.9"
"FL000662","WJR","YUA","538","1452.59"
"FL000663","LLL","HTV","129","819.34"
"FL000664","BNW","YAQ","177","596.99"
"FL000665","BKM","WHB","527","63.66"
"FL000666","LMD","SHL","403","81.36"
"FL000667","LXR","DEI","522","1047.23"
"FL000668","KMI","BTU","208","316.87"
"FL000669","MWE","FRZ","263","1346.61"
"FL000670","PUZ","GBT","306","1299.3"
"FL000671","LWY","CXY","494","859.89"
"FL000672","AXX","ARX","441","1230.58"
"FL000673","PNA","SWO","569","354.16"
"FL000674","MZH","CRI","575","933.7"
"FL000675","GTE","GLC","238","296.89"
"FL000676","CEW","LUV","51","680.93"
"FL000677","LKN","HZV","388","1340.16"
"FL000678","WLP","ATO","522","1355.25"
"FL000679","LLT","BZV","329","1380.36"
"FL000680","SVC","TPF","346","149.26"
"FL000681","PUQ","NNK","88","1066.81"
"FL000682","KAB","TPF","104","978.95"
"FL000683","ONL","SYO","581","1474.54"
"FL000684","SGT","MKW","480","477.46"
"FL000685","OBC","BPE","299","777.61"
"FL000686","UKX","ZMH","260","437.4"
"FL000687","INJ","NNK","204","153.89"
"FL000688","TJH","AGN","267","1268.19"
"FL000689","SYJ","NKD","123","106.32"
"FL000690","NVN","ARZ","322","72.01"
"FL000691","LMD","SEW","326","981.72"
"FL000692","ONL","BTU","363","939.85"
"FL000693","BNW","FLT","588","1254.39"
"FL000694","NTC","NNK","135","346.54"
"FL000695","ISL","RSU","213","1339.41"
"FL000696","RVK","TFS","533","558.52"
"FL000697","BSJ","MZO","597","116.34"
"FL000698","NNG","AUV","137","960.42"
"FL000699","MIN","ZGR","395","1382.47"
"FL000700","BXY","HWD","535","810.03"
"FL000701","AXX","GBT","512","835.44"
"FL000702","MWA","MLF","160","1420.56"
"FL000703","MZO","ABG","252","501.58"
"FL000704","MCC","SPA","159","1249.06"
"FL000705","IAG","TBM","186","425.97"
"FL000706","XYA","MVE","293","741.2"
"FL000707","SGD","HCN","573","321.15"
"FL000708","YOL","YKY","534","1372.43"
"FL000709","YUA","SAW","277","240.54"
"FL000710","JCY","FRZ","204","1235.1"
"FL000711","LLT","TEG","554","379.95"
"FL000712","BPE","SLC","386","447.18"
"FL000713","COO","PDP","499","288.81"
"FL000714","LWY","ALF","399","1407.99"
"FL000715","AUL","EGN","314","1076.07"
"FL000716","FOG","YZH","340","1324.85"
"FL000717","DLH","BDE","251","390.87"
"FL000718","ELZ","YVQ","392","1156.96"
"FL000719","GMN","PRZ","231","1262.36"
"FL000720","FOG","BNW","98","339.57"
"FL000721","MHS","KTA","566","935.16"
"FL000722","KHE","BEW","277","501.39"
"FL000723","HTI","DUS","542","1257.4"
"FL000724","RKP","TUS","154","1344.13"
"FL000725","PUZ","AGN","134","1377.16"
"FL000726","SIP","BSJ","87","293.09"
"FL000727","BCT","SGD","204","139.51"
"FL000728","MNO","RVK","221","68.11"
"FL000729","CRI","MNO","582","1411.11"
"FL000730","TPF","PWK","295","549.82"
"FL000731","NNK","MLB","92","1082.91"
"FL000732","OUE","WRN","548","477.79"
"FL000733","COO","YSI","222","897.09"
"FL000734","MLB","AUP","437","570.41"
"FL000735","LIC","TRV","283","597.85"
"FL000736","MRV","GAY","53","550.86"
"FL000737","NNG","UAC","355","874.75"
"FL000738","NUW","BHB","491","913.55"
"FL000739","XCO","OIT","529","667.94"
"FL000740","BUM","EUC","587","614.95"
"FL000741","MUC","BKD","497","1280.63"
"FL000742","PAL","DEI","568","190.99"
"FL000743","POD","SPA","230","509.23"
"FL000744","ATY","ANP","548","1040.5"
"FL000745","XYE","BQO","348","486.14"
"FL000746","YTP","GYL","420","1476.35"
"FL000747","UTK","DYR","597","410.87"
"FL000748","ARZ","TMX","76","403.49"
"FL000749","RVK","TFS","169","690.82"
"FL000750","CAH","PPV","521","676.8"
"FL000751","OBX","RBS","590","64.18"
"FL000752","PWK","LWY","98","795.69"
"FL000753","TJS","IBI","251","856.29"
"FL000754","OIT","KTA","128","1224.57"
"FL000755","LBJ","GNT","160","1152.52"
"FL000756","ZIG","MIB","478","491.65"
"FL000757","PNK","HLH","329","712.42"
"FL000758","SHT","RBS","118","1333.17"
"FL000759","UAC","PYR","238","1164.29"
"FL000760","BRQ","BGX","77","274.81"
"FL000761","ALF","DUS","227","234.03"
"FL000762","HUA","HTM","277","232.96"
"FL000763","EFK","RIE","109","1096"
"FL000764","IGB","LKN","426","420.02"
"FL000765","CUI","KTA","293","1254.72"
"FL000766","APT","MRR","411","704.55"
"FL000767","MWA","SIP","414","1072.04"
"FL000768","KXF","BSJ","295","995.61"
"FL000769","SQV","MWA","117","433.15"
"FL000770","EGN","ISL","260","136.17"
"FL000771","BXG","HTV","356","687.86"
"FL000772","HCN","YOL","558","1198.93"
"FL000773","AEU","LKN","88","1033.32"
"FL000774","BNW","AUL","139","1478.05"
"FL000775","ZMH","XYA","79","673.5"
"FL000776","MPJ","ABL","483","792.94"
"FL000777","IKS","TNC","572","1359.24"
"FL000778","ULP","KHE","534","101"
"FL000779","BSB","YFJ","130","906.98"
"FL000780","YVQ","FLT","98","990.83"
"FL000781","OCS","GMN","195","397.7"
"FL000782","MKW","TRV","281","840.05"
"FL000783","UAC","HTI","286","762.88"
"FL000784","BHU","IGB","163","1444.43"
"FL000785","LIC","XYE","306","1333.57"
"FL000786","TNC","PUQ","502","66.33"
"FL000787","MFZ","XYE","256","1257.12"
"FL000788","ANP","TUS","546","925.47"
"FL000789","SYO","RIE","524","1450.59"
"FL000790","YSI","BVO","158","334.54"
"FL000791","TFS","TBO","52","1244.44"
"FL000792","LDE","HTV","284","541.97"
"FL000793","BCT","ELZ","592","105.46"
"FL000794","AUV","TDN","146","838.94"
"FL000795","XYE","BCM","54","425.77"
"FL000796","YFJ","RPR","303","502.38"
"FL000797","YKY","PGZ","436","320.55"
"FL000798","LKN","GTN","332","132.78"
"FL000799","SUO","XIN","513","141.86"
"FL000800","GLD","TRK","51","1247.28"
"FL000801","FOG","NNK","407","1334.29"
"FL000802","BHU","LMD","516","884.21"
"FL000803","CSK","LBJ","554","314.85"
"FL000804","MVE","CXY","487","706.44"
"FL000805","ABG","SZN","366","287.27"
"FL000806","CUI","ICN","176","1401.72"
"FL000807","GBT","YUA","147","740.02"
"FL000808","EGN","MZO","341","131.39"
"FL000809","SWO","ELZ","398","561.75"
"FL000810","ABG","TUS","439","598.33"
"FL000811","WYN","MKB","571","1176.29"
"FL000812","KXF","GYL","331","1351.2"
"FL000813","PAL","YFJ","109","493.99"
"FL000814","YGH","RKP","120","590.56"
"FL000815","LSY","HVK","162","1014.74"
"FL000816","INT","MAJ","157","214.36"
"FL000817","GWV","AAR","557","553.84"
"FL000818","URA","ZGR","326","579.96"
"FL000819","FTK","TMM","140","863.33"
"FL000820","KME","BDE","378","540.37"
"FL000821","NCJ","NKD","594","1466.03"
"FL000822","MCC","CSK","394","635.79"
"FL000823","MWA","BAB","345","379.99"
"FL000824","EGN","TEG","427","936.77"
"FL000825","GTE","RSD","593","732.17"
"FL000826","NCJ","YMU","368","111.24"
"FL000827","OME","WUV","214","372.37"
"FL000828","KTA","LXR","81","559.07"
"FL000829","NVN","MIN","180","632.83"
"FL000830","WHB","BNW","98","863.34"
"FL000831","DUA","JMO","203","130.43"
"FL000832","MWE","TMX","596","1426.42"
"FL000833","PUZ","PWO","394","725.66"
"FL000834","CEA","MKB","554","416.28"
"FL000835","SZN","CXY","95","429.03"
"FL000836","PWK","YOL","444","751.02"
"FL000837","LUV","ELZ","101","768.79"
"FL000838","PDP","MNO","167","1071.67"
"FL000839","BQO","KHE","172","1349.33"
"FL000840","OME","GLC","115","926.07"
"FL000841","GRF","OSW","434","230.76"
"FL000842","OBX","LIC","528","1483.18"
"FL000843","IGB","FTK","429","686.12"
"FL000844","VYI","RSD","396","1251.45"
"FL000845","SUO","ABL","146","779.1"
"FL000846","HTI","BNW","235","1394.4"
"FL000847","HVK","TEG","547","89.13"
"FL000848","GAY","BWQ","504","763.64"
"FL000849","ATY","MLF","440","922.69"
"FL000850","GLC","BHU","224","223.19"
"FL000851","GLC","LSY","378","1192.14"
"FL000852","PWO","KIH","487","637.7"
"FL000853","LGR","YVQ","425","654.17"
"FL000854","NCJ","BAB","162","742.89"
"FL000855","TRV","PUQ","537","1243.86"
"FL000856","NYM","ABG","398","804.45"
"FL000857","PNA","ANZ","237","148.23"
"FL000858","PYR","TMM","197","420.58"
"FL000859","HTV","PRV","583","547.26"
"FL000860","ALF","PNK","245","1233.16"
"FL000861","ICN","HTM","561","463.99"
"FL000862","SIP","YOL","84","391.44"
"FL000863","BRQ","YTP","502","794.11"
"FL000864","HGD","HTM","60","908.28"
"FL000865","YMU","YVQ","143","1383.54"
"FL000866","TCJ","DEI","203","1333.76"
"FL000867","PDP","MRV","56","561.51"
"FL000868","BSB","GMN","516","376.25"
"FL000869","BNP","MZH","362","898.33"
"FL000870","MCC","OSW","60","342.55"
"FL000871","LXR","HCJ","435","1328.12"
"FL000872","ONL","KUQ","344","1343.21"
"FL000873","TFS","BPE","137","844.15"
"FL000874","BPE","DRH","188","803.91"
"FL000875","MFZ","NNK","308","140.73"
"FL000876","HTV","BEW","565","761.22"
"FL000877","WHB","LIC","516","984.69"
"FL000878","KAB","YSI","366","1236.52"
"FL000879","SGD","SEW","235","693.87"
"FL000880","LAD","YOP","323","120.79"
"FL000881","AOL","RMS","215","1377.26"
"FL000882","SZN","KME","512","377.57"
"FL000883","MIE","SGD","247","1451.58"
"FL000884","XYA","GHE","491","1290.87"
"FL000885","AUP","MGA","318","1182.17"
"FL000886","TJS","AOL","579","916.46"
"FL000887","RVK","LTW","317","633.96"
"FL000888","LKN","YAQ","313","1232.97"
"FL000889","AJF","AEU","133","438.29"
"FL000890","RIE","PUQ","479","183.88"
"FL000891","GRF","ALF","506","1322.49"
"FL000892","YVQ","SPA","565","181.4"
"FL000893","BCT","SIP","189","1238.47"
"FL000894","HUA","BEW","115","60.36"
"FL000895","PPV","HGD","107","572.96"
"FL000896","RSU","DRH","112","1492.51"
"FL000897","MLF","CAH","280","706.41"
"FL000898","MIE","CWA","289","290.54"
"FL000899","MRV","YOP","53","475.24"
"FL000900","MLB","NYM","329","335.37"
"FL000901","YOL","YOP","168","940.47"
"FL000902","TCJ","IUE","546","1242.2"
"FL000903","MKW","TBM","97","1072.2"
"FL000904","MWE","WLP","196","523.07"
"FL000905","SRS","PGZ","215","827.67"
"FL000906","IBI","SIP","197","975.31"
"FL000907","TEG","LKN","258","788.81"
"FL000908","SZN","MPJ","564","182.39"
"FL000909","JCY","TZX","569","648.35"
"FL000910","MFZ","KDL","287","1363.95"
"FL000911","ANZ","TNI","124","997.57"
"FL000912","ZGR","MHS","184","72.73"
"FL000913","MKB","ACK","479","392.97"
"FL000914","MFK","APT","46","1393.2"
"FL000915","MKB","POD","358","721.52"
"FL000916","XIN","YFJ","108","733.74"
"FL000917","BNW","GLD","324","1481.58"
"FL000918","DUS","AAR","101","1493.92"
"FL000919","INJ","PGD","537","904.19"
"FL000920","ATO","CNI","149","507.99"
"FL000921","SUO","MAJ","252","77.25"
"FL000922","SGD","TAP","215","378.03"
"FL000923","LLT","DRI","199","972.74"
"FL000924","NUK","APT","392","420.18"
"FL000925","SIP","GBT","281","691.68"
"FL000926","YTP","BAB","337","447.89"
"FL000927","RPR","SYO","507","602.67"
"FL000928","LGR","NCJ","368","793.33"
"FL000929","INJ","ICN","385","1362.53"
"FL000930","YZH","IAG","274","812.72"
"FL000931","TAP","XIN","83","729.39"
"FL000932","XCO","RBS","72","667.15"
"FL000933","TRV","KGC","99","1023.12"
"FL000934","JCY","HWD","87","899.48"
"FL000935","SUO","KBC","278","447.21"
"FL000936","GMN","KAB","116","781.93"
"FL000937","MRV","PUJ","176","1059.46"
"FL000938","EUC","BEW","170","614.2"
"FL000939","TWH","WJR","454","1430.47"
"FL000940","WAK","DLH","424","240.04"
"FL000941","MHS","YOL","379","717.32"
"FL000942","BXY","HUA","218","993.69"
"FL000943","BWQ","HZB","75","1385.16"
"FL000944","INT","HTI","407","1170.13"
"FL000945","YXQ","MAR","61","1239.57"
"FL000946","CSK","OSW","76","139.05"
"FL000947","TBO","ABL","270","483.58"
"FL000948","MCC","MZO","260","1193.13"
"FL000949","YGH","BSB","340","721.25"
"FL000950","KSH","BGX","146","812.65"
"FL000951","AKQ","XCO","333","543.81"
"FL000952","IUE","MKW","435","231.93"
"FL000953","ICN","IKS","488","963.89"
"FL000954","LAD","SLC","541","610.47"
"FL000955","OSW","AJF","70","929.78"
"FL000956","BSI","DRI","398","131.41"
"FL000957","UTK","BCM","322","620.55"
"FL000958","SPA","ELZ","290","754.53"
"FL000959","BSJ","BSI","247","987.84"
"FL000960","PGZ","BEW","261","209.36"
"FL000961","MCC","TMX","69","126.19"
"FL000962","KSH","TJH","464","863.06"
"FL000963","PGD","MUC","103","1187.28"
"FL000964","WKK","LXR","53","689.47"
"FL000965","CXY","RBS","431","630.68"
"FL000966","LSY","ARZ","327","142.05"
"FL000967","GHM","URA","180","817.34"
"FL000968","PRA","GTN","348","972.5"
"FL000969","YXQ","ABG","373","377.37"
"FL000970","HZV","RPR","446","1329.46"
"FL000971","PUZ","ABG","594","726.4"
"FL000972","TPF","ISL","521","1219.23"
"FL000973","LWY","PWK","430","588.43"
"FL000974","YZH","FTK","210","1068.44"
"FL000975","MFK","SYJ","334","77.85"
"FL000976","PUZ","AUL","77","279.07"
"FL000977","TNI","AXX","393","1042.31"
"FL000978","SYJ","WRN","302","580.23"
"FL000979","HWD","MIE","535","1306.1"
"FL000980","SGT","NNK","583","1306.67"
"FL000981","SJP","PRZ","64","884.96"
"FL000982","PNK","BCT","382","294.71"
"FL000983","MRR","EFK","290","1481.87"
"FL000984","PRV","TII","247","472.03"
"FL000985","OME","PGZ","522","948.9"
"FL000986","LAD","BWQ","499","1061.58"
"FL000987","TNC","KXF","389","366.95"
"FL000988","BOX","AEU","254","1117.71"
"FL000989","DRI","TAO","353","172.59"
"FL000990","ELZ","PAL","376","670.77"
"FL000991","AAR","BDE","65","199.15"
"FL000992","OSW","CEA","207","114.98"
"FL000993","ZGR","GJA","590","762.32"
"FL000994","OUE","HCN","508","467.61"
"FL000995","CNI","FRZ","105","382.94"
"FL000996","TCJ","YFJ","73","369.01"
"FL000997","PUZ","TII","583","654.99"
"FL000998","YXQ","NKD","96","633.37"
"FL000999","DUA","MRV","464","879.75"
"FL001000","HTG","BEW","234","1483.38"
"FL001001","AGN","TUS","470","803.05"
"FL001002","ZGR","UAC","350","1020.69"
"FL001003","OIT","CRI","299","1289.57"
"FL001004","MAJ","SDC","525","735.7"
"FL001005","YOL","OIT","368","992.2"
"FL001006","SRS","MIN","535","291.9"
"FL001007","HTM","POD","182","1139.46"
"FL001008","BHU","BAB","125","1356.83"
"FL001009","BKD","NVN","147","1468.85"
"FL001010","ALF","MVE","470","961.57"
"FL001011","TBM","KME","373","1332.91"
"FL001012","URM","DUA","57","1309.9"
"FL001013","MLF","TMX","132","517.21"
"FL001014","HTG","ACK","313","290.23"
"FL001015","MIB","LIC","52","1306.75"
"FL001016","UTK","SRZ","83","864.3"
"FL001017","RMS","PNK","520","428.11"
"FL001018","IBI","OME","512","1322.52"
"FL001019","SGD","KMI","317","354.49"
"FL001020","NKD","BKD","229","440.1"
"FL001021","OCS","BPE","144","510.91"
"FL001022","KBC","ZMH","468","497.7"
"FL001023","LLE","YZH","200","95.9"
"FL001024","JMO","UKX","592","574.68"
"FL001025","CSK","LAD","465","453.64"
"FL001026","ONL","KUQ","423","1046.01"
"FL001027","YSI","XIN","190","323.45"
"FL001028","TMM","NGI","529","1066.72"
"FL001029","CRI","HWD","214","436.04"
"FL001030","CNI","WUV","296","492.82"
"FL001031","WRN","BVO","388","292.77"
"FL001032","LIC","RSU","242","286.39"
"FL001033","GHE","MKB","585","429.13"
"FL001034","COO","MWA","534","1205.47"
"FL001035","MIB","ATY","528","1249.65"
"FL001036","PWO","LXR","100","579.74"
"FL001037","YXQ","TUS","463","1173.12"
"FL001038","GJA","DYR","454","745.24"
"FL001039","TUS","AKQ","311","1256.95"
"FL001040","MUC","ARX","88","965.99"
"FL001041","PWK","KBC","163","162.68"
"FL001042","MKW","NUW","299","369.8"
"FL001043","LMD","BSI","357","243.03"
"FL001044","UAC","WKK","453","370.58"
"FL001045","OTQ","SWO","49","95.89"
"FL001046","DLH","TUS","357","415.03"
"FL001047","YFJ","ATY","420","1191.75"
"FL001048","LXR","TEG","404","318.02"
"FL001049","RIE","DUA","545","724.8"
"FL001050","EUC","HZB","75","835.99"
"FL001051","MZO","PRP","548","184.84"
"FL001052","JUU","PNA","372","1434.56"
"FL001053","BEW","TWH","255","1345.92"
"FL001054","KDL","SGD","359","555.82"
"FL001055","CWA","IKS","420","1225"
"FL001056","OBC","BGX","398","1238.86"
"FL001057","SLC","ONL","440","993.14"
"FL001058","DYR","VPE","517","669.44"
"FL001059","LUV","RBS","545","818.07"
"FL001060","BXG","CEA","92","1193.52"
"FL001061","MWE","BEW","80","515.06"
"FL001062","BGX","AUV","416","580.49"
"FL001063","GBT","PNK","556","637.05"
"FL001064","OSW","YKY","378","712.68"
"FL001065","WJR","NYM","169","1180.69"
"FL001066","UKX","ABG","172","704.83"
"FL001067","RIE","KMI","429","121.68"
"FL001068","RHO","AGN","416","155.85"
"FL001069","XYA","UAC","545","373.18"
"FL001070","LIC","LBJ","127","216.99"
"FL001071","ABL","HCN","586","304.22"
"FL001072","OSW","ZGR","83","1433.92"
"FL001073","LMD","ZGR","392","910.8"
"FL001074","ICN","LLL","539","1453.83"
"FL001075","LWY","FOG","546","1088.5"
"FL001076","DLH","WKK","160","973.27"
"FL001077","UAC","SHT","334","731"
"FL001078","ATO","ONL","515","896.24"
"FL001079","OBC","HCJ","79","847.64"
"FL001080","IKS","MWA","97","1450.38"
"FL001081","OME","MHS","141","1076.03"
"FL001082","RIE","ANP","498","886.69"
"FL001083","BKD","KAB","448","1484.57"
"FL001084","NCJ","MRV","71","191.33"
"FL001085","RAV","GYL","201","780.49"
"FL001086","GTE","LIC","383","760.59"
"FL001087","TNI","NNK","408","255.1"
"FL001088","YKY","GYL","46","683.51"
"FL001089","JMO","YUA","505","524.62"
"FL001090","OTQ","HTM","167","1229.11"
"FL001091","AGN","NUK","305","654.27"
"FL001092","ISL","HUS","135","785.24"
"FL001093","PRV","GHE","270","961.15"
"FL001094","MFK","GJA","65","467.67"
"FL001095","RMS","CUI","103","591.15"
"FL001096","WLP","KTA","228","1003.37"
"FL001097","KAB","MNO","304","753.28"
"FL001098","LIC","DYR","401","980.46"
"FL001099","PYR","RBS","302","1475.06"
"FL001100","VYI","WAK","506","1129.49"
"FL001101","XYA","MUC","82","453.25"
"FL001102","OBC","MAJ","408","1397.55"
"FL001103","UKX","AJF","152","1159.31"
"FL001104","INJ","SHT","260","574.61"
"FL001105","NUW","MIE","312","586.07"
"FL001106","HTV","KTA","543","552.21"
"FL001107","KXF","KUQ","326","505.09"
"FL001108","MKB","SGD","127","1404.97"
"FL001109","HUS","GAY","315","454.57"
"FL001110","SPA","MWA","443","858.71"
"FL001111","LLE","PRP","368","149.19"
"FL001112","GLC","MIN","179","446.13"
"FL001113","YVQ","KBC","248","524.53"
"FL001114","ABL","TNC","240","349.27"
"FL001115","ICN","DYR","568","307.88"
"FL001116","GMN","ATO","488","1276.96"
"FL001117","INJ","BHB","548","110.79"
"FL001118","EUC","HCJ","459","865.48"
"FL001119","HLH","GTE","449","1289.03"
"FL001120","LKN","PGZ","494","713.42"
"FL001121","GHM","DUA","171","96.99"
"FL001122","CUI","ZMH","167","627.93"
"FL001123","MCC","TMX","57","1335.26"
"FL001124","HCJ","AJF","425","480.2"
"FL001125","IUE","VPE","585","357"
"FL001126","WJR","IKS","245","1222.47"
"FL001127","AUL","GWV","454","777.13"
"FL001128","IAG","NCJ","554","763.49"
"FL001129","ANZ","NTC","110","1171.79"
"FL001130","TBM","MLF","66","795.56"
"FL001131","YZH","CEW","96","1298.08"
"FL001132","YSI","BVO","179","688.02"
"FL001133","HCJ","GAY","139","831.1"
"FL001134","DUS","BXY","231","437.01"
"FL001135","IUE","XYA","377","683.72"
"FL001136","ISL","KDL","147","930.69"
"FL001137","ULP","WKK","543","135.39"
"FL001138","BWQ","ULP","367","194.14"
"FL001139","YTP","BDE","146","1246.78"
"FL001140","BTU","HTM","246","1033.97"
"FL001141","AJF","BUM","258","1124.21"
"FL001142","GTN","ONL","48","535.13"
"FL001143","BUM","RKP","104","458.76"
"FL001144","HZV","LIC","518","796.51"
"FL001145","AOL","SIP","540","1239.55"
"FL001146","TAO","ELZ","190","269.8"
"FL001147","SAW","CEW","212","90.13"
"FL001148","VYI","KDL","260","298.17"
"FL001149","ARX","TZX","539","576.62"
"FL001150","RMS","YSI","243","904.86"
"FL001151","FOG","MAR","464","519.31"
"FL001152","SLC","KME","111","965.97"
"FL001153","PNA","BGX","561","615.45"
"FL001154","PNA","CWA","57","569.79"
"FL001155","AGN","DUA","576","304.52"
"FL001156","YVQ","WYN","152","1193.13"
"FL001157","RBS","ABG","466","134.98"
"FL001158","HVK","ATY","257","707.49"
"FL001159","MKB","MKW","156","184.07"
"FL001160","MRV","ABG","203","751.83"
"FL001161","SGK","BGX","274","730.53"
"FL001162","TUS","TRK","354","1464"
"FL001163","UKX","MVE","223","1341.16"
"FL001164","SIP","IBI","326","972.36"
"FL001165","MAJ","ULP","518","1385.39"
"FL001166","AJF","PRV","552","225.9"
"FL001167","NKD","CTB","187","498.11"
"FL001168","GYL","OBC","555","197.41"
"FL001169","KMI","CEA","162","649.84"
"FL001170","BKM","HNM","159","729.79"
"FL001171","BSJ","SYO","130","322.09"
"FL001172","YMU","LWY","579","1416.85"
"FL001173","SRZ","PWO","441","733"
"FL001174","LGR","EUC","565","1342.18"
"FL001175","TJH","BUM","144","206.34"
"FL001176","HWD","ICN","396","1445.16"
"FL001177","NUW","BNW","564","79.58"
"FL001178","HZV","HLH","78","988.97"
"FL001179","GRF","BSJ","342","1154.5"
"FL001180","TJS","GEM","568","1203.49"
"FL001181","ARX","ARZ","325","1178.88"
"FL001182","BNW","OTQ","47","910.54"
"FL001183","PRP","LBJ","406","458.16"
"FL001184","CAH","KBC","444","250.48"
"FL001185","RHO","ELZ","359","1424.58"
"FL001186","TCJ","OBX","582","1072.33"
"FL001187","SRS","PRV","436","1074.92"
"FL001188","URM","BWQ","587","101.61"
"FL001189","OSW","BSJ","368","684.4"
"FL001190","HWD","RKP","455","297.44"
"FL001191","FLT","ATO","308","1002.01"
"FL001192","YSI","SYO","97","1008.05"
"FL001193","JAV","YOP","383","1100.46"
"FL001194","NNG","FTK","176","884.14"
"FL001195","LTW","RVK","195","285.08"
"FL001196","BQO","BUM","469","581.89"
"FL001197","ATO","CNI","557","298.83"
"FL001198","JMO","TMX","259","488.14"
"FL001199","AKQ","PGD","449","367.56"
"FL001200","AXX","ARZ","188","1100.5"
"FL001201","GHE","NNK","65","671.09"
"FL001202","MAR","SWO","525","578.28"
"FL001203","MUC","MCC","93","1420.54"
"FL001204","POD","TUS","277","1387.03"
"FL001205","TUS","BOX","216","1246.64"
"FL001206","SLC","GTE","121","612.1"
"FL001207","DRI","ARZ","194","1159.48"
"FL001208","BCM","PUQ","100","109.91"
"FL001209","AJF","CAH","147","1067.56"
"FL001210","TWH","FRZ","486","191.53"
"FL001211","TJH","OCS","54","796.49"
"FL001212","JCY","DRH","441","1315.55"
"FL001213","SEW","PDP","396","578.46"
"FL001214","TRK","MRV","523","122.37"
"FL001215","MWE","DIQ","270","431.22"
"FL001216","WYN","IAG","96","241.14"
"FL001217","HUA","XYE","267","111.34"
"FL001218","INJ","HVK","411","410.71"
"FL001219","BXY","MFZ","82","491.72"
"FL001220","HUA","WKK","148","892.25"
"FL001221","BHU","INJ","479","726.7"
"FL001222","HTV","ZIG","62","220.48"
"FL001223","CUI","RAV","484","937.54"
"FL001224","KAB","MVE","104","1004.91"
"FL001225","AXX","EFK","379","269.99"
"FL001226","TFS","BXG","308","439.43"
"FL001227","HTI","WHB","68","1191.4"
"FL001228","EUC","OCS","118","469.63"
"FL001229","RBS","URM","412","906.39"
"FL001230","BXY","ALF","453","304.81"
"FL001231","PUQ","NKD","238","430.72"
"FL001232","GTE","TEG","218","1186.32"
"FL001233","BOX","YOL","506","88.38"
"FL001234","YZH","AGN","343","1384.11"
"FL001235","TZX","ARX","221","63.6"
"FL001236","MIB","YKY","459","242.03"
"FL001237","GLD","SRS","123","210.14"
"FL001238","BTU","ARX","232","1271.4"
"FL001239","TBM","AEU","114","1142.61"
"FL001240","KSH","MGA","230","199.45"
"FL001241","CEW","BHB","420","1436.1"
"FL001242","GEM","BOX","189","676.58"
"FL001243","MNO","ZIG","414","1214.98"
"FL001244","ARZ","GEM","307","1176.04"
"FL001245","AJF","FLT","183","669.94"
"FL001246","MWE","SVC","549","913.09"
"FL001247","ANP","SYJ","524","913.26"
"FL001248","TJS","SYO","373","1077.32"
"FL001249","AUP","MFZ","559","691.7"
"FL001250","MLF","GWV","264","1351.23"
"FL001251","YKY","ABL","497","253.89"
"FL001252","RKP","MVE","339","670.76"
"FL001253","SGK","HCN","160","215.12"
"FL001254","ULP","HUA","150","1312.74"
"FL001255","HCN","YVQ","535","1129.71"
"FL001256","GTN","JAV","330","786.83"
"FL001257","RHO","SGK","389","192.83"
"FL001258","LSY","LAD","158","1145.92"
"FL001259","URM","HCN","144","340.04"
"FL001260","HTV","SQV","455","837.52"
"FL001261","SJP","PRZ","396","872.82"
"FL001262","LXR","DUS","455","452.02"
"FL001263","LAD","SGD","92","764.1"
"FL001264","MWE","DIQ","405","890.77"
"FL001265","JCY","LLL","591","1349.9"
"FL001266","TJS","PRZ","388","1394.33"
"FL001267","HTI","AKQ","201","946.74"
"FL001268","GEM","FTK","310","896.86"
"FL001269","ATO","GYL","202","1226.76"
"FL001270","SZM","OBX","560","1022.97"
"FL001271","MFZ","ATO","79","1142.08"
"FL001272","OBX","ABL","515","311.24"
"FL001273","SZN","TNI","598","181.19"
"FL001274","GWV","RSD","392","92.34"
"FL001275","OIT","SZN","277","237.54"
"FL001276","LUV","NVN","345","112.41"
"FL001277","LXR","SRS","125","876.12"
"FL001278","EGN","MPJ","346","420.82"
"FL001279","ONL","URA","420","879.09"
"FL001280","MAJ","AAR","589","680.95"
"FL001281","PNA","KBC","551","247.95"
"FL001282","BKD","HTV","485","781.51"
"FL001283","HVK","TWH","594","533.56"
"FL001284","GLC","PDP","304","199.37"
"FL001285","LSY","YZH","140","697.84"
"FL001286","MAR","NGI","492","1308.56"
"FL001287","MWA","BQO","435","741.59"
"FL001288","NNG","SGD","404","1436.77"
"FL001289","HNM","SYJ","331","196.41"
"FL001290","TDN","TBO","65","328.18"
"FL001291","HGD","MRR","517","215.05"
"FL001292","SUO","TDN","445","891.96"
"FL001293","SUO","LXR","468","564.85"
"FL001294","TMF","MVE","523","533.63"
"FL001295","KME","NNK","84","428.11"
"FL001296","TMF","BXY","230","1012.19"
"FL001297","NUW","LAD","379","843.12"
"FL001298","NKD","SDC","537","632.03"
"FL001299","SYJ","WYN","451","1392.74"
